CICLO,ENTE,RAMO,SUBRAMO,PROGRAMA,PRESUPUESTO,GC_SERVICIOS_PERSONALES,GC_GASTO_DE_OPERACIÓN,GC_SUBSIDIOS,GC_OTROS_DE_CORRIENTE,GC_SUMA,GI_PENSIONES_Y_JUBILACIONES,GI_INVERSIÓN_FÍSICA,GI_SUBSIDIOS,GI_OTROS_DE_INVERSIÓN,GI_SUMA,TOTAL,PORCENTAJE_CORRIENTE,PORCENTAJE_PENSIONES_Y_JUBILACIONES,PORCENTAJE_INVERSIÓN
2017,Poder Legislativo,,,TOTAL,Aprobado,9295660838.0,3648626457.0,1071533000.0,51013528.0,14066833823.0,0.0,380337649.0,0.0,0.0,380337649.0,14447171472.0,97.36739022072845,0.0,2.6326097792715393
2017,Poder Legislativo,,,TOTAL,Modificado,9532828705.01,3612871308.29,925635940.65,43470360.95,14114806314.9,0.0,723640220.35,0.0,0.0,723640220.35,14838446535.25,95.12320768463915,0.0,4.876792315360849
2017,Poder Legislativo,,,TOTAL,Devengado,9532828705.01,3612871308.28,925635940.65,43470360.95,14114806314.89,0.0,723640220.35,0.0,0.0,723640220.35,14838446535.24,95.12320768463586,0.0,4.876792315364135
2017,Poder Legislativo,,,TOTAL,Ejercicio,9532828705.01,3612871308.28,925635940.65,43470360.95,14114806314.89,0.0,723640220.35,0.0,0.0,723640220.35,14838446535.24,95.12320768463586,0.0,4.876792315364135
2017,Poder Legislativo,,,TOTAL,Porcentaje Ejer/Aprob,102.5513825336707,99.02003811183788,86.38426820732539,85.21339859105609,100.34103261966145,0.0,190.26257911953388,0.0,0.0,190.26257911953388,102.70831604648929,,0.0,
2017,Poder Legislativo,,,TOTAL,Porcentaje Ejer/Modif,100.0,99.99999999972322,100.0,100.0,99.99999999992914,0.0,100.0,0.0,0.0,100.0,99.99999999993261,,0.0,
2017,Poder Legislativo,H. Cámara de Diputados,,TOTAL,Aprobado,4714292747.0,1776843082.0,971533000.0,15494078.0,7478162907.0,0.0,151269278.0,0.0,0.0,151269278.0,7629432185.0,98.01729310475548,0.0,1.9827068952445248
2017,Poder Legislativo,H. Cámara de Diputados,,TOTAL,Modificado,4920498692.39,1694850206.77,925635940.65,15095782.05,7556080621.86,0.0,151120605.9,0.0,0.0,151120605.9,7707201227.76,98.03922848989993,0.0,1.9607715101000585
2017,Poder Legislativo,H. Cámara de Diputados,,TOTAL,Devengado,4920498692.39,1694850206.76,925635940.65,15095782.05,7556080621.85,0.0,151120605.9,0.0,0.0,151120605.9,7707201227.75,98.0392284898974,0.0,1.9607715101026026
2017,Poder Legislativo,H. Cámara de Diputados,,TOTAL,Ejercicio,4920498692.39,1694850206.76,925635940.65,15095782.05,7556080621.85,0.0,151120605.9,0.0,0.0,151120605.9,7707201227.75,98.0392284898974,0.0,1.9607715101026026
2017,Poder Legislativo,H. Cámara de Diputados,,TOTAL,Porcentaje Ejer/Aprob,104.37405898310456,95.38547460546096,95.27581056433492,97.42936656185674,101.04193658013341,0.0,99.90171692364395,0.0,0.0,99.90171692364395,101.01932936638325,,0.0,
2017,Poder Legislativo,H. Cámara de Diputados,,TOTAL,Porcentaje Ejer/Modif,100.0,99.99999999940998,100.0,100.0,99.99999999986767,0.0,100.0,0.0,0.0,100.0,99.99999999987025,,0.0,
2017,Poder Legislativo,H. Cámara de Diputados,,K027,Mantenimiento de Infraestructura,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
2017,Poder Legislativo,H. Cámara de Diputados,,K027,Aprobado,0.0,0.0,0.0,0.0,0.0,0.0,135144105.0,0.0,0.0,135144105.0,135144105.0,0.0,0.0,100.0
2017,Poder Legislativo,H. Cámara de Diputados,,K027,Modificado,0.0,0.0,0.0,0.0,0.0,0.0,93090570.71,0.0,0.0,93090570.71,93090570.71,0.0,0.0,100.0
2017,Poder Legislativo,H. Cámara de Diputados,,K027,Devengado,0.0,0.0,0.0,0.0,0.0,0.0,93090570.71,0.0,0.0,93090570.71,93090570.71,0.0,0.0,100.0
2017,Poder Legislativo,H. Cámara de Diputados,,K027,Ejercicio,0.0,0.0,0.0,0.0,0.0,0.0,93090570.71,0.0,0.0,93090570.71,93090570.71,0.0,0.0,100.0
2017,Poder Legislativo,H. Cámara de Diputados,,K027,Porcentaje Ejer/Aprob,0.0,0.0,0.0,0.0,0.0,0.0,68.88245011500871,0.0,0.0,68.88245011500871,68.88245011500871,,0.0,
2017,Poder Legislativo,H. Cámara de Diputados,,K027,Porcentaje Ejer/Modif,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,100.0,,0.0,
2017,Poder Legislativo,H. Cámara de Diputados,,R001,Actividades derivadas del trabajo legislativo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
2017,Poder Legislativo,H. Cámara de Diputados,,R001,Aprobado,4714292747.0,1776843082.0,971533000.0,15494078.0,7478162907.0,0.0,16125173.0,0.0,0.0,16125173.0,7494288080.0,99.78483382506961,0.0,0.21516617493038775
2017,Poder Legislativo,H. Cámara de Diputados,,R001,Modificado,4920498692.39,1694850206.77,925635940.65,15095782.05,7556080621.86,0.0,58030035.19,0.0,0.0,58030035.19,7614110657.05,99.23786194076034,0.0,0.762138059239647
2017,Poder Legislativo,H. Cámara de Diputados,,R001,Devengado,4920498692.39,1694850206.76,925635940.65,15095782.05,7556080621.85,0.0,58030035.19,0.0,0.0,58030035.19,7614110657.04,99.23786194075936,0.0,0.7621380592406478
2017,Poder Legislativo,H. Cámara de Diputados,,R001,Ejercicio,4920498692.39,1694850206.76,925635940.65,15095782.05,7556080621.85,0.0,58030035.19,0.0,0.0,58030035.19,7614110657.04,99.23786194075936,0.0,0.7621380592406478
2017,Poder Legislativo,H. Cámara de Diputados,,R001,Porcentaje Ejer/Aprob,104.37405898310456,95.38547460546096,95.27581056433492,97.42936656185674,101.04193658013341,0.0,359.87232626899566,0.0,0.0,359.87232626899566,101.59885202918433,,0.0,
2017,Poder Legislativo,H. Cámara de Diputados,,R001,Porcentaje Ejer/Modif,100.0,99.99999999940998,100.0,100.0,99.99999999986767,0.0,100.0,0.0,0.0,100.0,99.99999999986866,,0.0,
2017,Poder Legislativo,H. Cámara de Senadores,,TOTAL,Aprobado,2847433295.0,1558438584.0,0.0,14199104.0,4420070983.0,0.0,121901604.0,0.0,0.0,121901604.0,4541972587.0,97.31610876849179,0.0,2.6838912315082184
2017,Poder Legislativo,H. Cámara de Senadores,,TOTAL,Modificado,2809106403.72,1606317115.04,0.0,9800903.81,4425224422.57,0.0,173234224.84,0.0,0.0,173234224.84,4598458647.41,96.23277628173146,0.0,3.7672237182685357
2017,Poder Legislativo,H. Cámara de Senadores,,TOTAL,Devengado,2809106403.72,1606317115.04,0.0,9800903.81,4425224422.57,0.0,173234224.84,0.0,0.0,173234224.84,4598458647.41,96.23277628173146,0.0,3.7672237182685357
2017,Poder Legislativo,H. Cámara de Senadores,,TOTAL,Ejercicio,2809106403.72,1606317115.04,0.0,9800903.81,4425224422.57,0.0,173234224.84,0.0,0.0,173234224.84,4598458647.41,96.23277628173146,0.0,3.7672237182685357
2017,Poder Legislativo,H. Cámara de Senadores,,TOTAL,Porcentaje Ejer/Aprob,98.65398457806542,103.0722116053564,0.0,69.02480473415787,100.11659178302385,0.0,142.1098813761302,0.0,0.0,142.1098813761302,101.2436460002351,,0.0,
2017,Poder Legislativo,H. Cámara de Senadores,,TOTAL,Porcentaje Ejer/Modif,100.0,100.0,0.0,100.0,100.0,0.0,100.0,0.0,0.0,100.0,100.0,,0.0,
2017,Poder Legislativo,H. Cámara de Senadores,,K025,Proyectos de inmuebles (oficinas administrativas),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
2017,Poder Legislativo,H. Cámara de Senadores,,K025,Aprobado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017,Poder Legislativo,H. Cámara de Senadores,,K025,Modificado,0.0,0.0,0.0,0.0,0.0,0.0,30324423.82,0.0,0.0,30324423.82,30324423.82,0.0,0.0,100.0
2017,Poder Legislativo,H. Cámara de Senadores,,K025,Devengado,0.0,0.0,0.0,0.0,0.0,0.0,30324423.82,0.0,0.0,30324423.82,30324423.82,0.0,0.0,100.0
2017,Poder Legislativo,H. Cámara de Senadores,,K025,Ejercicio,0.0,0.0,0.0,0.0,0.0,0.0,30324423.82,0.0,0.0,30324423.82,30324423.82,0.0,0.0,100.0
2017,Poder Legislativo,H. Cámara de Senadores,,K025,Porcentaje Ejer/Aprob,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
2017,Poder Legislativo,H. Cámara de Senadores,,K025,Porcentaje Ejer/Modif,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,100.0,,0.0,
2017,Poder Legislativo,H. Cámara de Senadores,,K026,Otros Proyectos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
2017,Poder Legislativo,H. Cámara de Senadores,,K026,Aprobado,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,0.0,0.0,100000000.0,100000000.0,0.0,0.0,100.0
2017,Poder Legislativo,H. Cámara de Senadores,,K026,Modificado,0.0,0.0,0.0,0.0,0.0,0.0,20699523.06,0.0,0.0,20699523.06,20699523.06,0.0,0.0,100.0
2017,Poder Legislativo,H. Cámara de Senadores,,K026,Devengado,0.0,0.0,0.0,0.0,0.0,0.0,20699523.06,0.0,0.0,20699523.06,20699523.06,0.0,0.0,100.0
2017,Poder Legislativo,H. Cámara de Senadores,,K026,Ejercicio,0.0,0.0,0.0,0.0,0.0,0.0,20699523.06,0.0,0.0,20699523.06,20699523.06,0.0,0.0,100.0
2017,Poder Legislativo,H. Cámara de Senadores,,K026,Porcentaje Ejer/Aprob,0.0,0.0,0.0,0.0,0.0,0.0,20.69952306,0.0,0.0,20.69952306,20.69952306,,0.0,
2017,Poder Legislativo,H. Cámara de Senadores,,K026,Porcentaje Ejer/Modif,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,100.0,,0.0,
2017,Poder Legislativo,H. Cámara de Senadores,,R001,Actividades derivadas del trabajo legislativo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
2017,Poder Legislativo,H. Cámara de Senadores,,R001,Aprobado,2847433295.0,1558438584.0,0.0,14199104.0,4420070983.0,0.0,21901604.0,0.0,0.0,21901604.0,4441972587.0,99.50693968566809,0.0,0.4930603143319218
2017,Poder Legislativo,H. Cámara de Senadores,,R001,Modificado,2809106403.72,1606317115.04,0.0,9800903.81,4425224422.57,0.0,122210277.96,0.0,0.0,122210277.96,4547434700.53,97.31254463212508,0.0,2.687455367874914
2017,Poder Legislativo,H. Cámara de Senadores,,R001,Devengado,2809106403.72,1606317115.04,0.0,9800903.81,4425224422.57,0.0,122210277.96,0.0,0.0,122210277.96,4547434700.53,97.31254463212508,0.0,2.687455367874914
2017,Poder Legislativo,H. Cámara de Senadores,,R001,Ejercicio,2809106403.72,1606317115.04,0.0,9800903.81,4425224422.57,0.0,122210277.96,0.0,0.0,122210277.96,4547434700.53,97.31254463212508,0.0,2.687455367874914
2017,Poder Legislativo,H. Cámara de Senadores,,R001,Porcentaje Ejer/Aprob,98.65398457806542,103.0722116053564,0.0,69.02480473415787,100.11659178302385,0.0,0.0,0.0,0.0,0.0,102.37421801833375,,0.0,
2017,Poder Legislativo,H. Cámara de Senadores,,R001,Porcentaje Ejer/Modif,100.0,100.0,0.0,100.0,100.0,0.0,100.0,0.0,0.0,100.0,100.0,,0.0,
2017,Poder Legislativo,Auditoría Superior de la Federación,,TOTAL,Aprobado,1733934796.0,313344791.0,100000000.0,21320346.0,2168599933.0,0.0,107166767.0,0.0,0.0,107166767.0,2275766700.0,95.2909598773899,0.0,4.709040122610108
2017,Poder Legislativo,Auditoría Superior de la Federación,,TOTAL,Modificado,1803223608.9,311703986.48,0.0,18573675.09,2133501270.47,0.0,399285389.61,0.0,0.0,399285389.61,2532786660.08,84.23533273041686,0.0,15.764667269583152
2017,Poder Legislativo,Auditoría Superior de la Federación,,TOTAL,Devengado,1803223608.9,311703986.48,0.0,18573675.09,2133501270.47,0.0,399285389.61,0.0,0.0,399285389.61,2532786660.08,84.23533273041686,0.0,15.764667269583152
2017,Poder Legislativo,Auditoría Superior de la Federación,,TOTAL,Ejercicio,1803223608.9,311703986.48,0.0,18573675.09,2133501270.47,0.0,399285389.61,0.0,0.0,399285389.61,2532786660.08,84.23533273041686,0.0,15.764667269583152
2017,Poder Legislativo,Auditoría Superior de la Federación,,TOTAL,Porcentaje Ejer/Aprob,103.99604489510459,99.4763581310021,0.0,87.11713726409506,98.3815058740943,0.0,372.58321846174573,0.0,0.0,372.58321846174573,111.29377453673084,,0.0,
2017,Poder Legislativo,Auditoría Superior de la Federación,,TOTAL,Porcentaje Ejer/Modif,100.0,100.0,0.0,100.0,100.0,0.0,100.0,0.0,0.0,100.0,100.0,,0.0,
2017,Poder Legislativo,Auditoría Superior de la Federación,,R002,"Entregar a la Cámara de Diputados del H. Congreso de la Unión, el informe sobre la revisión de la Cuenta de la Hacienda Pública Federal",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
