CICLO,ENTE,RAMO,SUBRAMO,PROGRAMA,PRESUPUESTO,GC_SERVICIOS_PERSONALES,GC_GASTO_DE_OPERACIÓN,GC_SUBSIDIOS,GC_OTROS_DE_CORRIENTE,GC_SUMA,GI_PENSIONES_Y_JUBILACIONES,GI_INVERSIÓN_FÍSICA,GI_SUBSIDIOS,GI_OTROS_DE_INVERSIÓN,GI_SUMA,TOTAL,PORCENTAJE_CORRIENTE,PORCENTAJE_PENSIONES_Y_JUBILACIONES,PORCENTAJE_INVERSIÓN
2022,Poder Legislativo,,,TOTAL,Aprobado,9671907626.0,3037240355.0,1631555381.0,83289566.0,14423992928.0,0.0,588589475.0,0.0,0.0,588589475.0,15012582403.0,96.07935890575108,0.0,3.92064109424892
2022,Poder Legislativo,,,TOTAL,Modificado,10121332686.39,3036896368.78,1808684011.67,113831248.06,15080744314.9,0.0,539694078.56,0.0,0.0,539694078.56,15620438393.46,96.54494921995301,0.0,3.455050780046995
2022,Poder Legislativo,,,TOTAL,Devengado,10121332686.39,3036896368.78,1808684011.67,113831248.06,15080744314.9,0.0,539694078.56,0.0,0.0,539694078.56,15620438393.46,96.54494921995301,0.0,3.455050780046995
2022,Poder Legislativo,,,TOTAL,Ejercicio,10121332686.39,3036896368.78,1808684011.67,113831248.06,15080744314.9,0.0,539694078.56,0.0,0.0,539694078.56,15620438393.46,96.54494921995301,0.0,3.455050780046995
2022,Poder Legislativo,,,TOTAL,Porcentaje Ejer/Aprob,104.64670546668431,99.98867438267,110.85642772122364,136.6692774698814,104.55318711107455,0.0,91.69278444199158,0.0,0.0,91.69278444199158,104.04897687914459,,0.0,
2022,Poder Legislativo,,,TOTAL,Porcentaje Ejer/Modif,100.0,100.0,100.0,100.0,100.0,0.0,100.0,0.0,0.0,100.0,100.0,,0.0,
2022,Poder Legislativo,H. Cámara de Diputados,,TOTAL,Aprobado,5073162430.0,908435692.0,1631555381.0,20426000.0,7633579503.0,0.0,412409475.0,0.0,0.0,412409475.0,8045988978.0,94.87434700535083,0.0,5.1256529946491804
2022,Poder Legislativo,H. Cámara de Diputados,,TOTAL,Modificado,5133595281.57,997579904.64,1808684011.67,88266401.5,8028125599.38,0.0,252241456.95,0.0,0.0,252241456.95,8280367056.33,96.95374063451484,0.0,3.046259365485154
2022,Poder Legislativo,H. Cámara de Diputados,,TOTAL,Devengado,5133595281.57,997579904.64,1808684011.67,88266401.5,8028125599.38,0.0,252241456.95,0.0,0.0,252241456.95,8280367056.33,96.95374063451484,0.0,3.046259365485154
2022,Poder Legislativo,H. Cámara de Diputados,,TOTAL,Ejercicio,5133595281.57,997579904.64,1808684011.67,88266401.5,8028125599.38,0.0,252241456.95,0.0,0.0,252241456.95,8280367056.33,96.95374063451484,0.0,3.046259365485154
2022,Poder Legislativo,H. Cámara de Diputados,,TOTAL,Porcentaje Ejer/Aprob,101.19122642737854,109.81293595408401,110.85642772122364,432.1276877509057,105.16855947101806,0.0,61.162866578174516,0.0,0.0,61.162866578174516,102.9129803554399,,0.0,
2022,Poder Legislativo,H. Cámara de Diputados,,TOTAL,Porcentaje Ejer/Modif,100.0,100.0,100.0,100.0,100.0,0.0,100.0,0.0,0.0,100.0,100.0,,0.0,
2022,Poder Legislativo,H. Cámara de Diputados,,K027,Mantenimiento de Infraestructura,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
2022,Poder Legislativo,H. Cámara de Diputados,,K027,Aprobado,0.0,0.0,0.0,0.0,0.0,0.0,183300000.0,0.0,0.0,183300000.0,183300000.0,0.0,0.0,100.0
2022,Poder Legislativo,H. Cámara de Diputados,,K027,Modificado,0.0,0.0,0.0,0.0,0.0,0.0,118691628.79,0.0,0.0,118691628.79,118691628.79,0.0,0.0,100.0
2022,Poder Legislativo,H. Cámara de Diputados,,K027,Devengado,0.0,0.0,0.0,0.0,0.0,0.0,118691628.79,0.0,0.0,118691628.79,118691628.79,0.0,0.0,100.0
