CICLO,ENTE,RAMO,SUBRAMO,PROGRAMA,PRESUPUESTO,GC_SERVICIOS_PERSONALES,GC_GASTO_DE_OPERACIÓN,GC_SUBSIDIOS,GC_OTROS_DE_CORRIENTE,GC_SUMA,GI_PENSIONES_Y_JUBILACIONES,GI_INVERSIÓN_FÍSICA,GI_SUBSIDIOS,GI_OTROS_DE_INVERSIÓN,GI_SUMA,TOTAL,PORCENTAJE_CORRIENTE,PORCENTAJE_PENSIONES_Y_JUBILACIONES,PORCENTAJE_INVERSIÓN
2021,Poder Legislativo,,,TOTAL,Aprobado,10300816935.0,3072192891.0,1029865000.0,95050579.0,14497925405.0,0.0,318679985.0,0.0,0.0,318679985.0,14816605390.0,97.84917005878361,0.0,2.1508299412163803
2021,Poder Legislativo,,,TOTAL,Modificado,9925831278.52,2964918857.12,1328826901.21,55826444.13,14275403480.98,0.0,706026602.2,0.0,0.0,706026602.2,14981430083.18,95.28732171575079,0.0,4.712678284249196
2021,Poder Legislativo,,,TOTAL,Devengado,9925831278.52,2964918857.12,1328826901.21,55826444.13,14275403480.98,0.0,706026602.2,0.0,0.0,706026602.2,14981430083.18,95.28732171575079,0.0,4.712678284249196
2021,Poder Legislativo,,,TOTAL,Ejercicio,9925831278.52,2964918857.12,1328826901.21,55826444.13,14275403480.98,0.0,706026602.2,0.0,0.0,706026602.2,14981430083.18,95.28732171575079,0.0,4.712678284249196
2021,Poder Legislativo,,,TOTAL,Porcentaje Ejer/Aprob,96.359651289347,96.50822595826389,129.02923210420784,58.73340774704803,98.46514644127457,0.0,221.54720579643558,0.0,0.0,221.54720579643558,101.1124322261511,,0.0,
2021,Poder Legislativo,,,TOTAL,Porcentaje Ejer/Modif,100.0,100.0,100.0,100.0,100.0,0.0,100.0,0.0,0.0,100.0,100.0,,0.0,
2021,Poder Legislativo,H. Cámara de Diputados,,TOTAL,Aprobado,5850366887.0,1211232004.0,1029865000.0,14501957.0,8105965848.0,0.0,176034152.0,0.0,0.0,176034152.0,8282000000.0,97.87449707800047,0.0,2.1255029219995167
2021,Poder Legislativo,H. Cámara de Diputados,,TOTAL,Modificado,5279511597.7,1187542631.85,1328826901.21,36840522.34,7832721653.1,0.0,507417106.94,0.0,0.0,507417106.94,8340138760.04,93.91596325265978,0.0,6.084036747340237
2021,Poder Legislativo,H. Cámara de Diputados,,TOTAL,Devengado,5279511597.7,1187542631.85,1328826901.21,36840522.34,7832721653.1,0.0,507417106.94,0.0,0.0,507417106.94,8340138760.04,93.91596325265978,0.0,6.084036747340237
2021,Poder Legislativo,H. Cámara de Diputados,,TOTAL,Ejercicio,5279511597.7,1187542631.85,1328826901.21,36840522.34,7832721653.1,0.0,507417106.94,0.0,0.0,507417106.94,8340138760.04,93.91596325265978,0.0,6.084036747340237
2021,Poder Legislativo,H. Cámara de Diputados,,TOTAL,Porcentaje Ejer/Aprob,90.24240188135059,98.04419202334749,129.02923210420784,254.03828145401346,96.62909762977328,0.0,288.24924094274616,0.0,0.0,288.24924094274616,100.7019893750302,,0.0,
2021,Poder Legislativo,H. Cámara de Diputados,,TOTAL,Porcentaje Ejer/Modif,100.0,100.0,100.0,100.0,100.0,0.0,100.0,0.0,0.0,100.0,100.0,,0.0,
2021,Poder Legislativo,H. Cámara de Diputados,,K027,Mantenimiento de Infraestructura,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
2021,Poder Legislativo,H. Cámara de Diputados,,K027,Aprobado,0.0,0.0,0.0,0.0,0.0,0.0,135000000.0,0.0,0.0,135000000.0,135000000.0,0.0,0.0,100.0
2021,Poder Legislativo,H. Cámara de Diputados,,K027,Modificado,0.0,0.0,0.0,0.0,0.0,0.0,408692897.9,0.0,0.0,408692897.9,408692897.9,0.0,0.0,100.0
2021,Poder Legislativo,H. Cámara de Diputados,,K027,Devengado,0.0,0.0,0.0,0.0,0.0,0.0,408692897.9,0.0,0.0,408692897.9,408692897.9,0.0,0.0,100.0
2021,Poder Legislativo,H. Cámara de Diputados,,K027,Ejercicio,0.0,0.0,0.0,0.0,0.0,0.0,408692897.9,0.0,0.0,408692897.9,408692897.9,0.0,0.0,100.0
2021,Poder Legislativo,H. Cámara de Diputados,,K027,Porcentaje Ejer/Aprob,0.0,0.0,0.0,0.0,0.0,0.0,302.7354799259259,0.0,0.0,302.7354799259259,302.7354799259259,,0.0,
2021,Poder Legislativo,H. Cámara de Diputados,,K027,Porcentaje Ejer/Modif,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,100.0,,0.0,
2021,Poder Legislativo,H. Cámara de Diputados,,R001,Actividades derivadas del trabajo legislativo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
2021,Poder Legislativo,H. Cámara de Diputados,,R001,Aprobado,5850366887.0,1211232004.0,1029865000.0,14501957.0,8105965848.0,0.0,41034152.0,0.0,0.0,41034152.0,8147000000.0,99.49632807168283,0.0,0.503671928317172
2021,Poder Legislativo,H. Cámara de Diputados,,R001,Modificado,5279511597.7,1187542631.85,1328826901.21,36840522.34,7832721653.1,0.0,98724209.04,0.0,0.0,98724209.04,7931445862.14,98.75528105775454,0.0,1.244718942245456
