CICLO,ENTE,RAMO,PROGRAMA,PRESUPUESTO,GC_SERVICIOS_PERSONALES,GC_GASTO_DE_OPERACIÓN,GC_SUBSIDIOS,GC_OTROS_DE_CORRIENTE,GC_SUMA,GI_INVERSIÓN_FÍSICA,GI_SUBSIDIOS,GI_OTROS_DE_INVERSIÓN,GI_SUMA,TOTAL,PORCENTAJE_CORRIENTE,PORCENTAJE_INVERSIÓN
2013,Poder Legislativo,H. Cámara de Diputados,TOTAL,Aprobado,3914141621.0,2546915777.0,0.0,16090550.0,6477147948.0,52442736.0,,,52442736.0,6529590684.0,99.1968449702597,0.8031550297402992
2013,Poder Legislativo,H. Cámara de Diputados,TOTAL,Modificado,3837574934.7700005,1919129775.5100002,1042673000.0,59605341.23,6858983051.51,211463623.28999996,,,211463623.28999996,7070446674.8,97.00919004108066,2.9908099589193435
2013,Poder Legislativo,H. Cámara de Diputados,TOTAL,Devengado,3829424053.0,1681165869.0,1166674737.0,172594998.59,6849859657.59,110961500.0,,,110961500.0,6960821157.59,98.40591364886585,1.5940863511341452
2013,Poder Legislativo,H. Cámara de Diputados,TOTAL,Ejercicio,3829424053.0,1681165869.0,1166674737.0,172594998.59,6849859657.59,110961500.0,,,110961500.0,6960821157.59,98.40591364886585,1.5940863511341452
2013,Poder Legislativo,H. Cámara de Diputados,TOTAL,Porcentaje Ejer/Aprob,97.835602893225,66.00790980926104, ,n.s.,105.75425654288297,211.58602403963056, , ,211.58602403963056,106.60424970659616,,
2013,Poder Legislativo,H. Cámara de Diputados,TOTAL,Porcentaje Ejer/Modif,99.7876033195821,87.60042652942725,111.89267747414577,289.5629737677454,99.86698620113967,52.47309124549903, , ,52.47309124549903,98.44952487088659,,
2013,Poder Legislativo,H. Cámara de Diputados,K027,Mantenimiento de infraestructura,,,,,,,,,,,,
2013,Poder Legislativo,H. Cámara de Diputados,K027,Aprobado,,,,,,19300000.0,,,19300000.0,19300000.0,0.0,100.0
2013,Poder Legislativo,H. Cámara de Diputados,K027,Modificado,,,,,,68300000.0,,,68300000.0,68300000.0,0.0,100.0
2013,Poder Legislativo,H. Cámara de Diputados,K027,Devengado,,,,,,32040188.0,,,32040188.0,32040188.0,0.0,100.0
2013,Poder Legislativo,H. Cámara de Diputados,K027,Ejercicio,,,,,,32040188.0,,,32040188.0,32040188.0,0.0,100.0
2013,Poder Legislativo,H. Cámara de Diputados,K027,Porcentaje Ejer/Aprob, , , , , ,166.01133678756477, , ,166.01133678756477,166.01133678756477,,
2013,Poder Legislativo,H. Cámara de Diputados,K027,Porcentaje Ejer/Modif, , , , , ,46.91096339677892, , ,46.91096339677892,46.91096339677892,,
2013,Poder Legislativo,H. Cámara de Diputados,R001,Actividades derivadas del trabajo legislativo,,,,,,,,,,,,
2013,Poder Legislativo,H. Cámara de Diputados,R001,Aprobado,3914141621.0,2546915777.0,0.0,16090550.0,6477147948.0,33142736.0,,,33142736.0,6510290684.0,99.49091772382064,0.5090822761793596
2013,Poder Legislativo,H. Cámara de Diputados,R001,Modificado,3837574934.7700005,1919129775.5100002,1042673000.0,59605341.23,6858983051.51,143163623.28999996,,,143163623.28999996,7002146674.8,97.95543238468238,2.044567615317614
2013,Poder Legislativo,H. Cámara de Diputados,R001,Devengado,3829424053.0,1681165869.0,1166674737.0,172594998.59,6849859657.59,78921312.0,,,78921312.0,6928780969.59,98.86096396543084,1.1390360345691524
