CICLO,ENTE,RAMO,SUBRAMO,PROGRAMA,PRESUPUESTO,GC_SERVICIOS_PERSONALES,GC_GASTO_DE_OPERACIÓN,GC_SUBSIDIOS,GC_OTROS_DE_CORRIENTE,GC_SUMA,GI_PENSIONES_Y_JUBILACIONES,GI_INVERSIÓN_FÍSICA,GI_SUBSIDIOS,GI_OTROS_DE_INVERSIÓN,GI_SUMA,TOTAL,PORCENTAJE_CORRIENTE,PORCENTAJE_PENSIONES_Y_JUBILACIONES,PORCENTAJE_INVERSIÓN
2023,Poder Legislativo,,,TOTAL,Aprobado,10459229468.0,3208160738.0,1631555381.0,49633201.0,15348578788.0,0.0,645823108.0,0.0,0.0,645823108.0,15994401896.0,95.96219282096749,0.0,4.0378071790325105
2023,Poder Legislativo,,,TOTAL,Modificado,10846414602.0,3167997418.31,1936143696.3,136229299.23,16086785015.84,0.0,663558606.67,0.0,0.0,663558606.67,16750343622.51,96.03853734810386,0.0,3.9614626518961362
2023,Poder Legislativo,,,TOTAL,Devengado,10846414602.0,3167997418.31,1936143696.3,136229299.23,16086785015.84,0.0,663558606.67,0.0,0.0,663558606.67,16750343622.51,96.03853734810386,0.0,3.9614626518961362
2023,Poder Legislativo,,,TOTAL,Ejercicio,10846414602.0,3167997418.31,1936143696.3,136229299.23,16086785015.84,0.0,663558606.67,0.0,0.0,663558606.67,16750343622.51,96.03853734810386,0.0,3.9614626518961362
2023,Poder Legislativo,,,TOTAL,Porcentaje Ejer/Aprob,103.70185141443346,98.74808892165926,118.66858574627814,274.47212044615054,104.8096064009337,0.0,102.74618520927869,0.0,0.0,102.74618520927869,104.72628943192336,,0.0,
2023,Poder Legislativo,,,TOTAL,Porcentaje Ejer/Modif,100.0,100.0,100.0,100.0,100.0,0.0,100.0,0.0,0.0,100.0,100.0,,0.0,
2023,Poder Legislativo,H. Cámara de Diputados,,TOTAL,Aprobado,5461715970.0,909937526.0,1631555381.0,20536995.0,8023745872.0,0.0,548449102.0,0.0,0.0,548449102.0,8572194974.0,93.60199921182988,0.0,6.398000788170127
2023,Poder Legislativo,H. Cámara de Diputados,,TOTAL,Modificado,5355678830.98,987515724.07,1936143696.3,96700195.02,8376038446.37,0.0,461259162.66,0.0,0.0,461259162.66,8837297609.03,94.78054057850576,0.0,5.219459421494223
2023,Poder Legislativo,H. Cámara de Diputados,,TOTAL,Devengado,5355678830.98,987515724.07,1936143696.3,96700195.02,8376038446.37,0.0,461259162.66,0.0,0.0,461259162.66,8837297609.03,94.78054057850576,0.0,5.219459421494223
2023,Poder Legislativo,H. Cámara de Diputados,,TOTAL,Ejercicio,5355678830.98,987515724.07,1936143696.3,96700195.02,8376038446.37,0.0,461259162.66,0.0,0.0,461259162.66,8837297609.03,94.78054057850576,0.0,5.219459421494223
2023,Poder Legislativo,H. Cámara de Diputados,,TOTAL,Porcentaje Ejer/Aprob,98.05853801987435,108.52566202110891,118.66858574627814,470.85854098907845,104.39062477787806,0.0,84.10245562951073,0.0,0.0,84.10245562951073,103.09258755586023,,0.0,
2023,Poder Legislativo,H. Cámara de Diputados,,TOTAL,Porcentaje Ejer/Modif,100.0,100.0,100.0,100.0,100.0,0.0,100.0,0.0,0.0,100.0,100.0,,0.0,
2023,Poder Legislativo,H. Cámara de Diputados,,K027,Mantenimiento de Infraestructura,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
2023,Poder Legislativo,H. Cámara de Diputados,,K027,Aprobado,0.0,0.0,0.0,0.0,0.0,0.0,407900000.0,0.0,0.0,407900000.0,407900000.0,0.0,0.0,100.0
2023,Poder Legislativo,H. Cámara de Diputados,,K027,Modificado,0.0,0.0,0.0,0.0,0.0,0.0,299659439.76,0.0,0.0,299659439.76,299659439.76,0.0,0.0,100.0
2023,Poder Legislativo,H. Cámara de Diputados,,K027,Devengado,0.0,0.0,0.0,0.0,0.0,0.0,299659439.76,0.0,0.0,299659439.76,299659439.76,0.0,0.0,100.0
2023,Poder Legislativo,H. Cámara de Diputados,,K027,Ejercicio,0.0,0.0,0.0,0.0,0.0,0.0,299659439.76,0.0,0.0,299659439.76,299659439.76,0.0,0.0,100.0
2023,Poder Legislativo,H. Cámara de Diputados,,K027,Porcentaje Ejer/Aprob,0.0,0.0,0.0,0.0,0.0,0.0,73.46394698700661,0.0,0.0,73.46394698700661,73.46394698700661,,0.0,
